Open,High,Low,Close,Adj Close,Volume
0.1283482164144516,0.12890625,0.1283482164144516,0.1283482164144516,0.10026576370000839,469033600
0.1222098246216774,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.09503454715013504,175884800
0.11328125,0.11328125,0.1127232164144516,0.1127232164144516,0.08805947750806808,105728000
0.1155133917927742,0.1160714253783226,0.1155133917927742,0.1155133917927742,0.09023918211460114,86441600
0.1188616082072258,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.0928548127412796,73449600
0.1261160671710968,0.1266741007566452,0.1261160671710968,0.1261160671710968,0.09852201491594315,48630400
0.1322544664144516,0.1328125,0.1322544664144516,0.1322544664144516,0.10331734269857407,37363200
0.1378348171710968,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.10767675191164017,46950400
0.1450892835855484,0.1456473171710968,0.1450892835855484,0.1450892835855484,0.11334390193223953,48003200
0.1584821492433548,0.1590401828289032,0.1584821492433548,0.1584821492433548,0.12380646169185638,55574400
0.1607142835855484,0.1612723171710968,0.1607142835855484,0.1607142835855484,0.12555016577243805,93161600
0.1573660671710968,0.1573660671710968,0.1568080335855484,0.1568080335855484,0.12249857932329178,68880000
0.1529017835855484,0.1529017835855484,0.15234375,0.15234375,0.11901102215051651,35750400
0.1540178507566452,0.1551339328289032,0.1540178507566452,0.1540178507566452,0.1203189268708229,21660800
0.1512276828289032,0.1512276828289032,0.1506696492433548,0.1506696492433548,0.11770325154066086,35728000
0.14453125,0.14453125,0.1439732164144516,0.1439732164144516,0.1124720498919487,45158400
0.1383928507566452,0.1383928507566452,0.1378348171710968,0.1378348171710968,0.10767675191164017,55686400
0.1356026828289032,0.1356026828289032,0.1350446492433548,0.1350446492433548,0.10549697279930115,39827200
0.1422991007566452,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.11116419732570648,21504000
0.1422991007566452,0.1422991007566452,0.1411830335855484,0.1411830335855484,0.11029236018657684,23699200
0.13671875,0.13671875,0.1361607164144516,0.1361607164144516,0.10636892169713974,23049600
0.13671875,0.1372767835855484,0.13671875,0.13671875,0.10680481791496277,14291200
0.1395089328289032,0.140625,0.1395089328289032,0.1395089328289032,0.1089845523238182,14067200
0.1389508992433548,0.1389508992433548,0.1383928507566452,0.1383928507566452,0.10811265558004379,13395200
0.1467633992433548,0.1473214328289032,0.1467633992433548,0.1467633992433548,0.11465168744325638,41574400
0.1428571492433548,0.1428571492433548,0.1422991007566452,0.1422991007566452,0.11116419732570648,30083200
0.1450892835855484,0.1462053507566452,0.1450892835855484,0.1450892835855484,0.11334390193223953,15904000
0.1467633992433548,0.1478794664144516,0.1467633992433548,0.1467633992433548,0.11465168744325638,35548800
0.1467633992433548,0.1473214328289032,0.1462053507566452,0.1462053507566452,0.11421582102775574,11222400
0.14453125,0.14453125,0.1439732164144516,0.1439732164144516,0.1124720498919487,24640000
0.1439732164144516,0.1439732164144516,0.1428571492433548,0.1428571492433548,0.11160017549991608,23699200
0.1389508992433548,0.1389508992433548,0.1383928507566452,0.1383928507566452,0.10811265558004379,28156800
0.1339285671710968,0.1339285671710968,0.1333705335855484,0.1333705335855484,0.1041891872882843,43904000
0.1272321492433548,0.1272321492433548,0.1261160671710968,0.1261160671710968,0.09852201491594315,46188800
0.1194196417927742,0.1194196417927742,0.1188616082072258,0.1188616082072258,0.0928548127412796,23766400
0.1233258917927742,0.1238839253783226,0.1233258917927742,0.1233258917927742,0.0963423028588295,19152000
0.1277901828289032,0.1283482164144516,0.1277901828289032,0.1277901828289032,0.09982984513044357,27865600
0.1277901828289032,0.12890625,0.1277901828289032,0.1277901828289032,0.09982984513044357,7929600
0.1283482164144516,0.12890625,0.1283482164144516,0.1283482164144516,0.10026576370000839,13865600
0.1227678582072258,0.1227678582072258,0.1216517835855484,0.1216517835855484,0.09503454715013504,16755200
0.1216517835855484,0.1222098246216774,0.1216517835855484,0.1216517835855484,0.09503454715013504,18345600
